file_url,platform_link,Handelsadato,ISIN,Verdipapirnavn,Antall,Kurs,Handelsbeløp,Kilder
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-86.jpeg?expires=1696629224&or=0&s=abbb2befe0a73e6d1737b50b8c9e289a,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b62ed-6469-11ee-8266-129b4cad2a96,30.09.2013,NO0010379266,BLUENORD,100,,0,Euronext
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-97.jpeg?expires=1696629224&or=0&s=2d264ca276dd62a203d03ded4ec86879,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b632e-6469-11ee-8271-129b4cad2a96,30.09.2013,NO0010582521,GJENSIDIGE FORSIKR,600,,0,Euronext
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-8.jpeg?expires=1696629224&or=0&s=934bfb862b0c7f41383954ff1117be47,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b601c-6469-11ee-8218-129b4cad2a96,30.09.2013,BMG4758V1000,Independent Tank,1,,0,Euronext
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-18.jpeg?expires=1696629224&or=0&s=e63b2bc0877eca85ae73e803b7f22c7e,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b60b6-6469-11ee-8222-129b4cad2a96,30.09.2013,NO0003033102,KONGSBERG AUTOMOT,38600,,0,Euronext
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-19.jpeg?expires=1696629224&or=0&s=91ccc267b4d6a0bd0904cd58f22af287,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b60bb-6469-11ee-8223-129b4cad2a96,30.09.2013,NO0003043309,KONGSBERG GRUPPEN,100,,0,Euronext
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-25.jpeg?expires=1696629224&or=0&s=f73a2f71402551f10a08bc14c7c49550,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b60d9-6469-11ee-8229-129b4cad2a96,30.09.2013,NO0003054108,MOWI,1565,,0,Euronext
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-20.jpeg?expires=1696629224&or=0&s=39af571bdd2b86b1797ec662ddc04429,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b60c1-6469-11ee-8224-129b4cad2a96,30.09.2013,NO0003049405,NEKKAR,7300,,0,Euronext
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-83.jpeg?expires=1696629224&or=0&s=d73f20a969e756f97212ff6e8f90961b,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b62df-6469-11ee-8263-129b4cad2a96,30.09.2013,NO0010317340,NORDIC MINING,33000,,0,Euronext
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-54.jpeg?expires=1696629224&or=0&s=0ad341172459195f4e4c110a8878153e,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b61c4-6469-11ee-8246-129b4cad2a96,30.09.2013,NO0005052605,NORSK HYDRO,1 650,,0,Euronext
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-54.jpeg?expires=1696629224&or=0&s=0ad341172459195f4e4c110a8878153e,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b61c4-6469-11ee-8246-129b4cad2a96,30.09.2013,NO0005052605,NORSK HYDRO,10,,0,Euronext
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-64.jpeg?expires=1696629224&or=0&s=673745b04c01eb32137874262e2e8ec4,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b61f4-6469-11ee-8250-129b4cad2a96,30.09.2013,NO0010000045,PHOTOCURE,170,,0,Euronext
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-39.jpeg?expires=1696629224&or=0&s=3f82fb99ea9ea29cd4639ce58cfc570c,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b616f-6469-11ee-8237-129b4cad2a96,30.09.2013,NO0003103103,Q - FREE,17 880,,0,Euronext
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-23.jpeg?expires=1696629224&or=0&s=00cf92018d8df4ce183cc70b7e1e1cdd,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b60d0-6469-11ee-8227-129b4cad2a96,30.09.2013,N00003053308,SCANA,19700,,0,Euronext
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-23.jpeg?expires=1696629224&or=0&s=00cf92018d8df4ce183cc70b7e1e1cdd,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b60d0-6469-11ee-8227-129b4cad2a96,30.09.2013,N00003053308,SCANA,3850,,0,Euronext
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-17.jpeg?expires=1696629224&or=0&s=36e2324d627456d20d9716b527f7e575,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b6080-6469-11ee-8221-129b4cad2a96,30.09.2013,NO0003028904,SCHIBSTED SER . A,50,,0,Euronext
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-10.jpeg?expires=1696629224&or=0&s=98d92ee9e65494ae3398aaa7333887e6,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b6051-6469-11ee-821a-129b4cad2a96,30.09.2013,BMG7945E 1057,Seadrill,170,,0,Euronext
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-48.jpeg?expires=1696629224&or=0&s=305a1acceeac86a1832b33001daa5c15,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b619b-6469-11ee-8240-129b4cad2a96,30.09.2013,NO0003106700,SOLON EIENDOM,275,,0,Euronext
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-89.jpeg?expires=1696629224&or=0&s=10b6040329a1f6b9762bef55df58992d,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b6305-6469-11ee-8269-129b4cad2a96,30.09.2013,NO0010571680,WALLENIUS WILHELMS,1223,,0,Euronext
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-94.jpeg?expires=1696629224&or=0&s=09e0807312f19a022f11a3a364313281,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b6320-6469-11ee-826e-129b4cad2a96,30.09.2013,NO0010571698,WILH . WILHELMSE A - AKSJER,100,,0,Euronext
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-83.jpeg?expires=1696629224&or=0&s=d73f20a969e756f97212ff6e8f90961b,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b62df-6469-11ee-8263-129b4cad2a96,03.10.2013,NO0010317340,NORDIC MINING,37000,"0,41",15170,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-23.jpeg?expires=1696629224&or=0&s=00cf92018d8df4ce183cc70b7e1e1cdd,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b60d0-6469-11ee-8227-129b4cad2a96,03.10.2013,NO0003053308,SCANA,−8000,"2,21",−17680,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-83.jpeg?expires=1696629224&or=0&s=d73f20a969e756f97212ff6e8f90961b,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b62df-6469-11ee-8263-129b4cad2a96,04.10.2013,NO0010317340,NORDIC MINING,20500,"0,41",8405,Nordnet
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-23.jpeg?expires=1696629224&or=0&s=00cf92018d8df4ce183cc70b7e1e1cdd,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b60d0-6469-11ee-8227-129b4cad2a96,04.10.2013,N00003053308,SCANA,−3850,"2,18",−8393,Nordnet
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-105.jpeg?expires=1696629224&or=0&s=a2dcb80cb2e55810feb71346d089b756,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b6357-6469-11ee-8279-129b4cad2a96,09.12.2013,NO0010599996,BULL NORSK HYDRO ETN DNM,2000,"6,42",12840,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-18.jpeg?expires=1696629224&or=0&s=e63b2bc0877eca85ae73e803b7f22c7e,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b60b6-6469-11ee-8222-129b4cad2a96,09.12.2013,NO0003033102,KONGSBERG AUTOMOT,−8600,"5,30",−45580,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-83.jpeg?expires=1696629224&or=0&s=d73f20a969e756f97212ff6e8f90961b,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b62df-6469-11ee-8263-129b4cad2a96,09.12.2013,NO0010317340,NORDIC MINING,−20500,"1,11",−22755,Nordnet
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-39.jpeg?expires=1696629224&or=0&s=3f82fb99ea9ea29cd4639ce58cfc570c,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b616f-6469-11ee-8237-129b4cad2a96,09.12.2013,NO0003103103,Q - FREE,2 000,"16,00",32000,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-39.jpeg?expires=1696629224&or=0&s=3f82fb99ea9ea29cd4639ce58cfc570c,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b616f-6469-11ee-8237-129b4cad2a96,09.12.2013,NO0003103103,Q - FREE,1 400,"16,00",22400,Nordnet
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-11.jpeg?expires=1696629224&or=0&s=61285174dd1bbc321abd8f67e7ef63e8,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b6058-6469-11ee-821b-129b4cad2a96,11.12.2013,GBOOBZBVR613,Avocet Mining,−10000,"1,45",−14500,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-101.jpeg?expires=1696629224&or=0&s=a7ebeacde890dfee7d646db6d9d72e13,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b6343-6469-11ee-8275-129b4cad2a96,11.12.2013,NO0010599897,BEAR NORSK HYDRO ETN DNM,1000,"32,52",32520,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-101.jpeg?expires=1696629224&or=0&s=a7ebeacde890dfee7d646db6d9d72e13,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b6343-6469-11ee-8275-129b4cad2a96,11.12.2013,NO0010599897,BEAR NORSK HYDRO ETN DNM,1000,"32,54",32540,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-98.jpeg?expires=1696629224&or=0&s=6cbc93fb7373089f713dbd67e398b373,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b6333-6469-11ee-8272-129b4cad2a96,11.12.2013,NO0010592157,BEAR REC HA,20000,"0,47",9400,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-98.jpeg?expires=1696629224&or=0&s=6cbc93fb7373089f713dbd67e398b373,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b6333-6469-11ee-8272-129b4cad2a96,11.12.2013,NO0010592157,BEAR REC HA,10000,"0,48",4800,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-98.jpeg?expires=1696629224&or=0&s=6cbc93fb7373089f713dbd67e398b373,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b6333-6469-11ee-8272-129b4cad2a96,11.12.2013,NO0010592157,BEAR RECHA,10000,"0,48",4800,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-98.jpeg?expires=1696629224&or=0&s=6cbc93fb7373089f713dbd67e398b373,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b6333-6469-11ee-8272-129b4cad2a96,11.12.2013,NO0010592157,BEAR RECHA,10000,"0,49",4900,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-105.jpeg?expires=1696629224&or=0&s=a2dcb80cb2e55810feb71346d089b756,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b6357-6469-11ee-8279-129b4cad2a96,11.12.2013,N00010599996,BULL NORSK HYDRO ETN DNM,−2000,"6,61",−13220,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-83.jpeg?expires=1696629224&or=0&s=d73f20a969e756f97212ff6e8f90961b,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b62df-6469-11ee-8263-129b4cad2a96,11.12.2013,NO0010317340,NORDIC MINING,−20000,"1,07",−21402,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-83.jpeg?expires=1696629224&or=0&s=d73f20a969e756f97212ff6e8f90961b,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b62df-6469-11ee-8263-129b4cad2a96,11.12.2013,NO0010317340,NORDIC MINING,−20000,"1,09",−21769,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-23.jpeg?expires=1696629224&or=0&s=00cf92018d8df4ce183cc70b7e1e1cdd,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b60d0-6469-11ee-8227-129b4cad2a96,11.12.2013,NO0003053308,SCANA,−11700,"1,78",−20809,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-101.jpeg?expires=1696629224&or=0&s=a7ebeacde890dfee7d646db6d9d72e13,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b6343-6469-11ee-8275-129b4cad2a96,12.12.2013,NO0010599897,BEAR NORSK HYDRO ETN DNM,−2000,"33,11",−66220,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-98.jpeg?expires=1696629224&or=0&s=6cbc93fb7373089f713dbd67e398b373,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b6333-6469-11ee-8272-129b4cad2a96,12.12.2013,NO0010592157,BEAR RECHA,−50000,"0,49",−24500,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-105.jpeg?expires=1696629224&or=0&s=a2dcb80cb2e55810feb71346d089b756,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b6357-6469-11ee-8279-129b4cad2a96,12.12.2013,NO0010599996,BULL NORSK HYDRO ETN DNM,2000,"6,46",12920,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-105.jpeg?expires=1696629224&or=0&s=a2dcb80cb2e55810feb71346d089b756,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b6357-6469-11ee-8279-129b4cad2a96,12.12.2013,NO0010599996,BULL NORSK HYDRO ETN DNM,2000,"6,44",12880,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-83.jpeg?expires=1696629224&or=0&s=d73f20a969e756f97212ff6e8f90961b,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b62df-6469-11ee-8263-129b4cad2a96,12.12.2013,NO0010317340,NORDIC MINING,−30000,"1,12",−33600,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-54.jpeg?expires=1696629224&or=0&s=0ad341172459195f4e4c110a8878153e,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b61c4-6469-11ee-8246-129b4cad2a96,12.12.2013,NO0005052605,NORSK HYDRO,2 000,"25,25",50500,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-54.jpeg?expires=1696629224&or=0&s=0ad341172459195f4e4c110a8878153e,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b61c4-6469-11ee-8246-129b4cad2a96,12.12.2013,NO0005052605,NORSK HYDRO,2 000,"25,27",50540,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-105.jpeg?expires=1696629224&or=0&s=a2dcb80cb2e55810feb71346d089b756,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b6357-6469-11ee-8279-129b4cad2a96,16.12.2013,NO0010599996,BULL NORSK HYDRO ETN DNM,−2000,"6,60",−13200,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-105.jpeg?expires=1696629224&or=0&s=a2dcb80cb2e55810feb71346d089b756,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b6357-6469-11ee-8279-129b4cad2a96,16.12.2013,NO0010599996,BULL NORSK HYDRO ETN DNM,−2000,"6,58",−13160,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-54.jpeg?expires=1696629224&or=0&s=0ad341172459195f4e4c110a8878153e,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b61c4-6469-11ee-8246-129b4cad2a96,16.12.2013,NO0005052605,NORSK HYDRO,−2 000,"25,60",−51200,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-54.jpeg?expires=1696629224&or=0&s=0ad341172459195f4e4c110a8878153e,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b61c4-6469-11ee-8246-129b4cad2a96,16.12.2013,NO0005052605,NORSK HYDRO,−2 000,"25,35",−50700,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-64.jpeg?expires=1696629224&or=0&s=673745b04c01eb32137874262e2e8ec4,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b61f4-6469-11ee-8250-129b4cad2a96,16.12.2013,NO0010000045,PHOTOCURE,1530,"30,80",47124,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-64.jpeg?expires=1696629224&or=0&s=673745b04c01eb32137874262e2e8ec4,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b61f4-6469-11ee-8250-129b4cad2a96,16.12.2013,NO0010000045,PHOTOCURE,−1700,"29,30",−49810,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-39.jpeg?expires=1696629224&or=0&s=3f82fb99ea9ea29cd4639ce58cfc570c,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b616f-6469-11ee-8237-129b4cad2a96,16.12.2013,NO0003103103,Q - FREE,2 500,"15,00",37500,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-39.jpeg?expires=1696629224&or=0&s=3f82fb99ea9ea29cd4639ce58cfc570c,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b616f-6469-11ee-8237-129b4cad2a96,16.12.2013,NO0003103103,Q - FREE,2 000,"15,60",31200,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-39.jpeg?expires=1696629224&or=0&s=3f82fb99ea9ea29cd4639ce58cfc570c,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b616f-6469-11ee-8237-129b4cad2a96,16.12.2013,NO0003103103,Q - FREE,1 220,"15,80",19276,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-39.jpeg?expires=1696629224&or=0&s=3f82fb99ea9ea29cd4639ce58cfc570c,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b616f-6469-11ee-8237-129b4cad2a96,16.12.2013,NO0003103103,Q - FREE,1 100,"15,30",16830,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-39.jpeg?expires=1696629224&or=0&s=3f82fb99ea9ea29cd4639ce58cfc570c,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b616f-6469-11ee-8237-129b4cad2a96,16.12.2013,NO0003103103,Q - FREE,900,"15,00",13500,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-39.jpeg?expires=1696629224&or=0&s=3f82fb99ea9ea29cd4639ce58cfc570c,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b616f-6469-11ee-8237-129b4cad2a96,16.12.2013,NO0003103103,Q - FREE,800,"15,30",12240,DnB
https://nnts.imgix.net/uploadedfiles/a080c21c-ead2-43a1-8778-6d7270a70e9b/PredictionImages/1d31d3f3-1f70-4881-b789-65f08d5869dc-48.jpeg?expires=1696629224&or=0&s=305a1acceeac86a1832b33001daa5c15,https://app.nanonets.com/#/ocr/test/a080c21c-ead2-43a1-8778-6d7270a70e9b/b23b619b-6469-11ee-8240-129b4cad2a96,19.12.2013,NO0003106700,SOLON EIENDOM,−2000,"2,60",−5200,DnB
